mdb_id,gnd,qid,full_name,multi_role
11003835,1161468862,Q1330246,Elisabeth Scharfenberg,False
11003834,137461275,Q90973,Frank Schäffler,False
11003833,133669300,Q100255,Paul Schäfer,False
11003832,1157042619,Q1698286,Johannes Röring,False
11003831,1020699396,Q1715486,Jörg Rohde,False
11003830,1154717488,Q1651406,Sönke Rix,False
11003829,1230642749,Q1331561,Elke Reinke,False
11003828,143596519,Q1885362,Maik Reichel,False
11003827,130416770,Q105620,Steffen Reiche,False
11003826,1099728274,Q1281818,Eckhardt Rehberg,False
11003825,114077649,Q1632608,Mechthild Rawert,False
11003824,131747428,Q104678,Bodo Ramelow,False
11003823,118013467,Q916571,Brigitte Pothmer,False
11003822,121801837,Q98511,Norman Paech,False
11003821,1036724352,Q98819,Henning Otte,False
11003820,137069413,Q90833,Thomas Oppermann,False
11003819,1066225451,Q95857,Wolfgang Neskovic,False
11003818,,Q1016541,Burkhardt Müller-Sönksen,False
11003817,132345064,Q62333,Peter Müller,False
11003816,1209285398,Q1201319,Detlef Müller,False
11003815,1247129381,Q111620,Carsten Müller,False
11003814,,Q1900843,Marko Mühlstein,False
11003813,,Q1543983,Jan Mücke,False
11003812,1026674395,Q1379394,Eva Möllring,False
11003811,1228787174,Q1768882,Kornelia Möller,False
11003810,140713840,Q73500,Philipp Mißfelder,False
11003809,1145179061,Q1910150,Matthias Miersch,False
11003808,1228787115,Q1250380,Dorothee Menzner,False
11003807,,Q2057812,Patrick Meinhardt,False
11003806,1113031549,Q1494896,Horst Meierhofer,False
11003805,130342475,Q98802,Ulrich Maurer,False
11003804,1119277973,Q1736645,Katja Mast,False
11003803,,Q1602223,Helga Lopez,False
11003802,1025252683,Q991377,Michael Link,False
11003801,1177434636,Q105355,Ingbert Liebing,False
11003800,1154626814,Q16433,Michael Leutert,False
11003799,1113027444,Q2060929,Paul Lehrieder,False
11003798,110061950,Q1914013,Max Lehmer,False
11003797,123276217,Q105676,Karl Lauterbach,False
11003796,1135299498,Q499373,Andreas G. Lämmel,False
11003795,1151720178,Q1736723,Katrin Kunert,False
11003794,,Q1717388,Jürgen Kucharczyk,False
11003793,109345800,Q1692163,Johann-Henrich Krummacher,False
11003792,1156545668,Q1568404,Sylvia Kotting-Uhl,False
11003791,112356451,Q2163528,Rolf Koschorrek,False
11003790,134113942,Q1599545,Jan Korte,False
11003789,1156567459,Q1687254,Jens Koeppen,False
11003788,1056721103,Q1642039,Ute Koczy,False
11003787,,Q1080612,Christian Kleiminger,False
11003786,137525443,Q76342,Katja Kipping,False
11003785,109005139,Q106498,Hakki Keskin,False
11003784,1234145138,Q2650287,Alois Karl,False
11003783,,Q1578311,Hans-Werner Kammer,False
11003782,1017941203,Q96814,Josip Juratovic,False
11003781,137080905,Q57505,Franz Josef Jung,False
11003780,1155118391,Q98768,Andreas Jung,False
11003779,1120534364,Q1697794,Johannes Jung,False
11003778,1189721708,Q1577151,Hans-Heinrich Jordan,False
11003777,121512959,Q85796,Lukrezia Jochimsen,False
11003776,1154465195,Q529520,Anette Hübinger,False
11003775,1034900293,Q1445821,Franz-Josef Holzenkamp,False
11003774,189409258,Q123504,Bärbel Höhn,False
11003773,1113210400,Q74806,Inge Höger,False
11003772,128751355,Q103519,Anton Hofreiter,False
11003771,1051150507,Q110020,Elke Hoff,False
11003770,1208223267,Q1133345,Cornelia Hirsch,False
11003769,1028402406,Q1708697,Priska Hinz,False
11003768,1123046042,Q1395295,Petra Hinz,False
11003767,,Q1577878,Hans-Kurt Hill,False
11003766,,Q77201,Lutz Delazari Heilmann,False
11003765,1118658345,Q1599943,Heinz-Peter Haustein,False
11003764,1023138026,Q920726,Britta Haßelmann,False
11003763,1155328612,Q1661616,Heike Hänsel,False
11003762,115141722X,Q2589778,Wolfgang Gunkel,False
11003761,130264636,Q1944642,Monika Grütters,False
11003760,1274703530,Q1938136,Miriam Gruß,False
11003759,1165602997,Q1208819,Diana Golze,False
11003758,1081142413,Q1710147,Martin Gerster,False
11003757,113771378X,Q1277899,Edmund Peter Geisen,False
11003756,174042612,Q109560,Kai Gehring,False
11003755,124311903,Q160902,Sigmar Gabriel,False
11003754,1017140499,Q123872,Peter Friedrich,False
11003753,132365146,Q26206,Klaus Ernst,False
11003752,,Q1915614,Mechthild Dyckmans,False
11003751,1031926666,Q71651,Garrelt Duin,False
11003750,133789578,Q1036421,Carl-Christian Dressel,False
11003749,1103458841,Q2561035,Werner Dreibus,False
11003748,1034707167,Q99427,Patrick Döring,False
11003746,112761388X,Q77684,Sevim Dağdelen,False
11003745,133993671,Q102304,Christian Carstensen,False
11003744,1156571928,Q121770,Martin Burkert,False
11003743,1228787034,Q100218,Martina Bunge,False
11003742,1076887341,Q121174,Michael Brand,False
11003741,1164124420,Q106174,Volker Blumentritt,False
11003740,101830813X,Q101617,Heidrun Bluhm-Förster,False
11003739,119133342,Q71018,Lothar Bisky,False
11003738,,Q103670,Karin Binder,False
11003737,121081826,Q44771,Günther Beckstein,False
11003736,1121620361,Q100986,Dirk Becker,False
11003735,122245326,Q103855,Uwe Barth,False
11003734,1111567573,Q90623,Thomas Bareiß,False
11003733,1228787026,Q106497,Hüseyin-Kenan Aydin,False
11003732,137430094,Q109362,Niels Annen,False
11003731,1199570273,Q97226,Gregor Amann,False
11003730,1051960665,Q101632,Peter Albach,False
11003729,1050230353,Q103861,Christian Ahrendt,False
11003728,1254678549,Q75957,Jens Ackermann,False
11003727,1132066522,Q107680,Helmut Brandt,False
11003726,1020752009,Q1766792,Michael Terwiesche,False
11003724,,Q1648091,Roland Dieckmann,False
11003723,,Q71697,Carl-Eduard von Bismarck,False
11003715,109991664X,Q1806261,Lars Klingbeil,False
11003714,1154465403,Q1944684,Monika Lazar,False
11003713,172786576,Q121807,Karl Addicks,False
11003712,,Q1714619,Jutta Krüger,False
11003711,,Q1905412,Martina Eickhoff,False
11003710,1021995568,Q1019029,Bärbel Kofler,False
11003709,1012805794,Q1602937,Hellmut Königshaus,False
11003708,,Q533282,Angela Schmid,False
11003706,1237128307,Q122011,Artur Auernhammer,False
11003705,,Q1334256,Elvira Drobinski-Weiß,False
11003702,120116170,Q1278715,Volker Wissing,False
11003699,189414286,Q1729204,Lena Strothmann,False
11003698,1225347971,Q105021,Michael Kauch,False
11003675,1162392932,Q110140,Angelika Brunkhorst,False
11003669,109912691,Q1078287,Christel Happach-Kasan,False
11003667,,Q1527423,Gisela Piltz,False
11003664,1035350130,Q2577660,Willi Zylajew,False
11003663,189551046,Q1889468,Manfred Zöllmer,False
11003662,135827809,Q1663222,Ingo Wolf,False
11003661,1199463337,Q1097887,Claudia Winterstein,False
11003660,1051159644,Q105614,Josef Philip Winkler,False
11003659,115580029X,Q495245,Andrea Wicklein,False
11003658,1032153938,Q98788,Ingo Wellenreuther,False
11003657,1192989414,Q1479246,Petra Weis,False
11003656,1210246740,Q501178,Andreas Weigel,False
11003655,1154717798,Q107021,Marco Wanderwitz,False
11003654,1257933817,Q1512797,Gerhard Wächter,False
11003653,1074169794,Q1902081,Marlies Volkmer,False
11003652,1225820820,Q110331,Jörg Vogelsänger,False
11003651,,Q584903,Antje Vogel-Sperl,False
11003650,1154717984,Q1329144,Volkmar Vogel,False
11003649,1078253811,Q1633464,Hubert Ulrich,False
11003648,1035159759,Q1577838,Hans-Jürgen Uhl,False
11003647,,Q1896928,Marianne Tritz,False
11003646,1123855986,Q584897,Antje Tillmann,False
11003645,1123187207,Q1562647,Michaela Noll,False
11003644,1123855897,Q1085954,Christoph Strässer,False
11003643,1279568267,Q1514515,Gero Storjohann,False
11003642,,Q126914,Silke Stokar von Neuforn,False
11003641,1237047781,Q103626,Melanie Oßwald-Stößlein,False
11003640,,Q2128419,Rainer Stinner,False
11003639,1107445256,Q88346,Christian Frhr. von Stetten,False
11003638,1027984886,Q86294,Jens Spahn,False
11003637,130026727,Q2501882,Ursula Sowa,False
11003636,107969093X,Q2427303,Thomas Silberhorn,False
11003635,1012719782,Q2080334,Petra Selg,False
11003634,1237047706,Q1910313,Matthias Sehling,False
11003633,,Q1794097,Kurt Segner,False
11003632,1035130637,Q1905008,Martin Schwanholz,False
11003631,171396790,Q1724840,Uwe Schummer,False
11003630,1076102425,Q2372488,Swen Schulz,False
11003629,1083322419,Q825906,Bernhard Schulte-Drüggelte,False
11003628,122228243,Q88087,Ole Schröder,False
11003627,1276220111,Q1649307,Wilfried Schreck,False
11003626,1035134233,Q1224971,Georg Schirmbeck,False
11003625,131559869,Q500381,Andreas Scheuer,False
11003624,1027138020,Q792359,Axel Schäfer,False
11003623,1083304704,Q593702,Anton Schaaf,False
11003622,140297650,Q1789128,Krista Sager,False
11003621,,Q2077949,Peter Rzepka,False
11003620,1157042171,Q1738272,Albert Rupprecht,False
11003619,122826337,Q70051,Ortwin Runde,False
11003618,1012581160,Q1729536,Karin Roth,False
11003617,1121617158,Q1575894,Hannelore Roedel,False
11003616,128965789,Q65527,Walter Riester,False
11003615,112385579X,Q1514588,Gerold Reichenbach,False
11003614,172768861,Q1791033,Sascha Raabe,False
11003613,1196505349,Q1163474,Daniela Ludwig,False
11003612,1150536055,Q100797,Florian Pronold,False
11003611,1151065811,Q2574533,Wilhelm Priesmeier,False
11003610,111629284,Q109936,Andreas Pinkwart,False
11003609,1123185921,Q1476425,Sibylle Pfeiffer,False
11003608,118006428,Q103666,Joachim Pfeiffer,False
11003607,1025407091,Q2154944,Rita Pawelski,False
11003606,,Q43841,Heinz Paula,False
11003605,,Q1279252,Eberhard Otto,False
11003604,1156559189,Q1461384,Friedrich Ostendorff,False
11003603,,Q1354456,Erika Ober,False
11003602,120103834,Q1505506,Georg Nüßlein,False
11003601,,Q125245,Henry Nitzsche,False
11003600,,Q1519244,Gesine Multhaupt,False
11003599,1017434964,Q2163668,Rolf Mützenich,False
11003598,189444509,Q95925,Hildegard Müller,False
11003597,1144658446,Q2337183,Stefan Müller,False
11003596,124958133,Q114033,Marlene Mortler,False
11003595,106752780X,Q88820,Jerzy Montag,False
11003594,,Q1281503,Klaus Minkel,False
11003593,123712851X,Q1245261,Doris Meyer,False
11003592,1069411620,Q96971,Laurenz Meyer,False
11003591,1050228340,Q101296,Petra Merkel,False
11003590,128803541,Q1126453,Conny Mayer-Bonde,False
11003589,1115256491,Q1648387,Stephan Mayer,False
11003588,135733022,Q1411688,Hilde Mattheis,False
11003587,1034660845,Q1035897,Caren Marks,False
11003586,143887149,Q85851,Dorothee Bär,False
11003585,1075913810,Q85933,Anna Lührmann,False
11003584,111800072,Q65114,Gesine Lötzsch,False
11003583,1037052374,Q99681,Markus Löning,False
11003582,1121617018,Q2057218,Patricia Lips,False
11003581,111200064X,Q1563765,Harald Leibrecht,False
11003580,141511338,Q2281000,Sibylle Laurischk,False
11003579,1262586224,Q1430979,Undine Kurth,False
11003578,1023914956,Q1901650,Markus Kurth,False
11003577,125009267,Q78408,Fritz Kuhn,False
11003576,123681529,Q65128,Renate Künast,True
11003575,,Q110785,Hans-Ulrich Krüger,False
11003574,13246831X,Q1560703,Günter Krings,False
11003573,1155118901,Q98115,Gunther Krichbaum,False
11003572,1141915472,Q1928299,Michael Kretschmer,False
11003571,,Q1359052,Ernst Kranz,False
11003570,,Q1556194,Rolf Kramer,False
11003569,138064253,Q60848,Kristina Schröder,False
11003568,120682443,Q1600521,Heinz Köhler,False
11003567,1181992478,Q750622,Astrid Klug,False
11003566,120286785,Q88158,Julia Klöckner,False
11003565,1153807130,Q1717353,Jürgen Klimke,False
11003564,1237128420,Q1513747,Gerlinde Kaupa,False
11003563,1012781658,Q2283475,Siegfried Kauder,False
11003562,1107020107,Q825401,Bernhard Kaster,False
11003561,,Q1744846,Klaus Werner Jonas,False
11003560,111910242,Q88213,Peter Jahr,False
11003559,1205984062,Q1744166,Klaas Hübner,False
11003558,103490194X,Q102655,Thilo Hoppe,False
11003557,1150990546,Q2157563,Robert Hochbaum,False
11003556,11318719X,Q1490366,Gabriele Hiller-Ohm,False
11003555,129882089,Q63890,Bernd Heynemann,False
11003554,,Q1544263,Peter Hettlich,False
11003553,138581053,Q2080208,Petra Heß,False
11003552,,Q1310121,Jürgen Herrmann,False
11003551,1155753607,Q1240168,Michael Hennrich,False
11003550,1117081133,Q2472977,Uda Heller,False
11003549,173824315,Q1641086,Michael Hartmann,False
11003548,133062066,Q16213981,Christoph Hartmann,False
11003547,1156040884,Q74408,Anja Hajduk,False
11003546,1035845490,Q1558974,Holger Haibach,False
11003545,,Q832631,Bettina Hagedorn,False
11003544,1145314309,Q1494418,Olav Gutting,False
11003543,129602434,Q76924,Karl-Theodor Frhr. zu Guttenberg,False
11003542,1060418207,Q1901534,Markus Grübel,False
11003541,1034655442,Q1770968,Michael Grosse-Brömer,False
11003540,1034733532,Q1490318,Gabriele Groneberg,False
11003539,1097236730,Q2140709,Reinhard Grindel,False
11003538,1104796694,Q2502984,Ute Granold,False
11003537,13792819X,Q1556850,Josef Göppel,False
11003536,1012756564,Q101701,Tanja Gönner,False
11003535,,Q2129220,Ralf Göbel,False
11003534,118539175,Q84348,Eberhard Gienger,False
11003533,1116060388,Q88885,Roland Gewalt,False
11003532,122329686,Q90842,Peter Gauweiler,False
11003531,130586218,Q107816,Michael Fuchs,False
11003530,1156567017,Q124019,Otto Fricke,False
11003529,102607200X,Q1490261,Gabriele Frechen,False
11003528,,Q1744803,Klaus-Peter Flosbach,False
11003527,112836909,Q1895870,Maria Flachsbarth,False
11003526,1034726447,Q126246,Hartwig Fischer,False
11003525,103472438X,Q1285697,Enak Ferlemann,False
11003524,102081795X,Q90696,Georg Fahrenschon,False
11003523,1123855684,Q96198,Karin Evers-Meyer,False
11003522,110718119,Q62180,Hans Eichel,False
11003521,1123855560,Q1469989,Siegmund Ehrmann,False
11003520,12115422X,Q1079371,Christian Eberl,False
11003519,,Q1319062,Jutta Dümpe-Krüger,False
11003518,1276234813,Q1486123,Vera Dominke,False
11003517,1043186557,Q1287955,Martin Dörmann,False
11003516,1019544686,Q85783,Alexander Dobrindt,False
11003515,,Q1532988,Helga Daub,False
11003514,138676658,Q103165,Gitta Connemann,False
11003513,1276234805,Q1432623,Verena Butalikakis,False
11003512,129423645,Q108771,Marco Bülow,False
11003511,1034660837,Q101967,Monika Brüning,False
11003510,133564207,Q1602354,Helge Braun,False
11003509,1017140642,Q98804,Alexander Bonde,False
11003508,,Q103712,Gerd Bollmann,False
11003507,1099730902,Q98019,Clemens Binninger,False
11003506,1102930199,Q2163244,Rolf Bietmann,False
11003505,13363356X,Q70089,Christoph Bergner,False
11003504,1169222277,Q96623,Ute Berg,False
11003503,107345609,Q76289,Klaus Uwe Benneter,False
11003502,1113644613,Q110736,Birgitt Bender,False
11003501,1121815448,Q110576,Veronika Bellmann,False
11003500,,Q98979,Cornelia Behm,False
11003499,1148167145,Q807527,Barbara Lanzinger,False
11003498,1049232569,Q105117,Uwe Beckmeyer,False
11003497,1012760030,Q110435,Ernst-Reinhard Beck,False
11003496,1120050405,Q91081,Sören Bartol,False
11003495,140002782,Q62812,Daniel Bahr,False
11003494,1043712631,Q96735,Sabine Bätzing-Lichtenthäler,False
11003493,1018434763,Q95185,Kerstin Andreae,False
11003492,132205890,Q77682,Lale Akgün,False
11003490,,Q1553153,Gudrun Teickner,False
11003489,,Q1019023,Bärbel Grygier,False
11003482,115141705X,Q124055,Gabriele Lösekrug-Möller,False
11003480,1023527146,Q99637,Antje Blumenthal,False
11003473,173445179,Q1444122,Frank Schmidt,False
11003450,1043831525,Q2476158,Ulrich Kelber,False
11003449,,Q2091772,Pia Maier,False
11003440,121064093,Q1739660,Kerstin Griese,False
11003439,,Q105137,Grietje Staffelt,False
11003434,135882303,Q1044255,Carola Reimann,False
11003433,128470011,Q2639764,Albrecht Feibel,False
11003431,1066488967,Q2141558,Reinhold Strobl,False
11003422,,Q109521,Ingrid Arndt-Brauer,False
11003413,,Q1553142,Gudrun Roos,False
11003270,1155800311,Q2547650,Waltraud Wolff,False
11003269,1217214127,Q657110,Aribert Wolf,False
11003268,103238378X,Q2562925,Werner Wittlich,False
11003267,1074172035,Q807695,Barbara Wittig,False
11003266,,Q1341981,Engelbert Wistuba,False
11003265,1012707164,Q916768,Brigitte Wimmer,False
11003264,1076059422,Q101504,Klaus-Peter Willsch,False
11003263,1042405808,Q1745865,Klaus Wiesehügel,False
11003262,107583239X,Q1264795,Heino Wiese,False
11003261,,Q1601155,Heinz Wiese,False
11003260,,Q1717829,Jürgen Wieczorek,False
11003259,1055078991,Q566722,Annette Widmann-Mauz,False
11003258,110892275,Q97249,Rainer Wend,False
11003257,115441603,Q67039,Ernst Ulrich von Weizsäcker,False
11003256,1031538534,Q1510033,Gerald Weiß,False
11003255,143981781,Q2078951,Peter Weiß,False
11003254,1035169460,Q1533490,Hedi Wegener,False
11003253,137194447,Q493348,Andrea Astrid Voßhoff,False
11003252,,Q2374287,Sylvia Voß,False
11003251,131985485,Q111443,Angelika Volquartz,False
11003250,,Q2288169,Simone Violka,False
11003249,115296447X,Q2203773,Rüdiger Veit,False
11003248,114205256,Q696432,Arnold Vaatz,False
11003247,1025995287,Q90827,Hans-Peter Uhl,False
11003246,113122136,Q11762,Jürgen Trittin,False
11003245,,Q1283432,Edeltraut Töpfer,False
11003244,,Q1690506,Joachim Stünker,False
11003243,1017141150,Q112109,Thomas Strobl,False
11003242,1129819264,Q1491387,Rita Streb-Hesse,False
11003241,1052677320,Q1246284,Dorothea Störr-Ritter,False
11003240,,Q2163828,Rolf Stöckel,False
11003239,1216062617,Q1230304,Ditmar Staffelt,False
11003238,,Q974073,Margrit Spielmann,False
11003237,124057756,Q1081916,Christian Simmert,False
11003236,1276227280,Q2562627,Werner Siemann,False
11003234,1147680191,Q1382932,Ewald Schurer,False
11003233,118762680,Q64998,Gustav-Adolf Schur,False
11003232,1036127753,Q1512543,Gerhard Schüßler,False
11003231,139130810,Q61053,Olaf Scholz,False
11003230,123046297,Q1468397,Fritz Schösser,False
11003229,,Q1734477,Karsten Schönfeld,False
11003218,1120050162,Q1045665,Carsten Schneider,False
11003217,,Q1727613,Silvia Schmidt,False
11003216,1123186030,Q550861,Anita Schäfer,False
11003215,1128736888,Q2427044,Thomas Sauer,False
11003214,1081118431,Q865322,Birgit Roth,False
11003213,1018822496,Q1929074,Michael Roth,False
11003212,132195429,Q75791,Claudia Roth,False
11003211,111426235,Q1357855,Ernst Dieter Rossmann,False
11003210,1135633517,Q2144834,René Röspel,False
11003209,139210083,Q108126,Katherina Reiche,False
11003208,1163691828,Q70083,Cornelia Pieper,False
11003207,1119559499,Q1698153,Johannes Pflug,False
11003206,123225787,Q77195,Petra Pau,False
11003203,,Q1624588,Holger Ortel,False
11003202,,Q1281753,Eckhard Ohl,False
11003201,1090774362,Q1448421,Franz Obermeier,False
11003200,136571441,Q1560862,Günter Nooke,False
11003199,1047302799,Q1223498,Dietmar Nietan,False
11003198,1147220611,Q63415,Dirk Niebel,False
11003197,1042542201,Q1739640,Kersten Steinke,False
11003196,123778964,Q62810,Andrea Nahles,False
11003195,1031976329,Q1745492,Klaus Wolfgang Müller,False
11003194,1031226443,Q826927,Bernward Müller,False
11003193,1121616771,Q1085541,Christoph Moosbauer,False
11003192,189513802,Q1667198,Ulrike Merten-Hamann,False
11003191,120968258,Q532924,Angela Marquardt,False
11003190,139614141,Q1870918,Lothar Mark,False
11003189,1276237707,Q1531954,Tobias Marhold,False
11003177,,Q1227957,Dirk Manzewski,False
11003176,113694997,Q2140841,Reinhard Loske,False
11003175,,Q1559859,Götz-Peter Lohmann,False
11003174,1048311511,Q1601796,Ulla Lötzer,False
11003173,1232812013,Q1594334,Heidi Lippmann,False
11003172,189446072,Q2501750,Ursula Lietz,False
11003171,,Q1281832,Eckhart Lewering,False
11003170,1034941097,Q1506708,Ina Lenke,False
11003169,,Q1083666,Christine Lehder,False
11003168,106395214X,Q1080751,Christian Lange,False
11003167,1061199002,Q1083648,Christine Lambrecht,False
11003166,1112252258,Q1394946,Ute Kumpf,False
11003165,1103520466,Q1359138,Ernst Küchler,False
11003164,,Q534414,Angelika Krüger-Leißner,False
11003163,115777962,Q99028,Martina Krogmann,False
11003162,1156559995,Q529526,Anette Kramme,False
11003161,112059473,Q1729479,Karin Kortmann,False
11003160,,Q1553109,Gudrun Kopp,False
11003159,,Q1381763,Evelyn Kenzler,False
11003158,128475323,Q2476139,Ulrich Kasparick,False
11003157,1107019729,Q96820,Johannes Kahrs,False
11003156,,Q100357,Sabine Krentzlin,False
11003155,,Q1078305,Christel Humme,False
11003154,1162446226,Q1045567,Carsten Hübner,False
11003153,173370195,Q1745235,Klaus Holetschek,False
11003152,128986492,Q86790,Martin Hohmann,False
11003151,1111161232,Q1475495,Iris Hoffmann,False
11003150,1130816044,Q2544792,Walter Hoffmann,False
11003149,1119554381,Q1252496,Klaus Hofbauer,False
11003148,1020856513,Q1555983,Gustav Herzog,False
11003147,122189930,Q99328,Winfried Hermann,False
11003146,1012413721,Q1416234,Hans Jochen Henke,False
11003145,,Q1443407,Frank Hempel,False
11003144,17213269X,Q1308716,Siegfried Helias,False
11003143,,Q2501653,Ursula Heinen-Esser,False
11003142,113229232,Q71534,Hubertus Heil,False
11003141,1032384980,Q1996831,Norbert Hauser,False
11003140,1119641381,Q1596848,Klaus Haupt,False
11003139,1195066821,Q1992786,Nina Hauer,False
11003138,,Q556760,Anke Hartnagel,False
11003137,1276212593,Q1243578,Wolfgang Grotthaus,False
11003136,119143046,Q104150,Monika Griefahn,False
11003135,112477011,Q1745145,Klaus Grehn,False
11003134,1252391897,Q1370119,Renate Gradistanac,False
11003133,136306276,Q1577925,Hans-Michael Goldmann,False
11003132,132406322,Q48967,Katrin Göring-Eckardt,False
11003131,1237128757,Q994868,Georg Girisch,False
11003130,138155097,Q99456,Wolfgang Gehrcke,False
11003129,111350131,Q110931,Jürgen Gehb,False
11003127,1117845516,Q1452304,Fred Gebhardt,False
11003126,171126955,Q102386,Jochen-Konrad Fromme,False
11003125,1024756181,Q1584479,Harald Friese,False
11003124,132468441,Q66144,Hans-Peter Friedrich,False
11003123,,Q1825258,Lilo Friedrich,False
11003122,1225507855,Q2075007,Peter Friedrich,False
11003121,,Q1579505,Hans Forster,False
11003120,1173110798,Q2128098,Rainer Fornahl,False
11003119,132784157,Q2477273,Ulrike Flach,False
11003118,1102191647,Q22939,Axel E. Fischer,False
11003117,115189107X,Q1663310,Ingrid Fischbach,False
11003116,119061597,Q121809,Heinrich Fink,False
11003115,13188820X,Q90931,Hans-Josef Fell,False
11003114,,Q1579719,Hans Georg Faust,False
11003113,1121454062,Q1744128,Marga Elser,False
11003112,1232811998,Q1594099,Heidemarie Ehlert,False
11003111,122215451,Q87648,Sebastian Edathy,False
11003110,,Q1221851,Dieter Dzewas,False
11003109,1102562491,Q1201235,Detlef Dzembritzki,False
11003071,1034711261,Q1423477,Thea Dückert,False
11003070,122800400,Q1897181,Marie-Luise Dött,False
11003069,1161445277,Q123880,Thomas Dörflinger,False
11003068,121067688,Q63798,Ekin Deligöz,False
11003067,,Q107182,Leo Dautzenberg,False
11003066,13742938X,Q85840,Peter Danckert,False
11003065,123510341,Q95812,Roland Claus,False
11003064,1199570125,Q78325,Cajus Caesar,False
11003063,1012805344,Q108134,Ernst Burgbacher,False
11003059,115433856,Q495084,Rainer Brüderle,False
11003058,,Q1577071,Hans-Günter Bruckmann,False
11003057,1034695436,Q98727,Bernhard Brinkmann,False
11003056,,Q1787148,Rainer Brinkmann,False
11003055,1013539672,Q95841,Ralf Brauksiepe,False
11003054,1153556316,Q99705,Willi Brase,False
11003053,130312312,Q102471,Klaus Brandner,False
11003052,,Q111520,Sylvia Sauer,False
11003051,171869168,Q67911,Kurt Bodewig,False
11003050,111522706,Q75408,Lothar Binding,False
11003049,,Q111970,Petra Bierwirth,False
11003037,1012643271,Q111664,Otto Bernhardt,False
11003036,129377503,Q111067,Axel Berg,False
11003035,1117403297,Q110018,Günter Baumann,False
11003034,138774242,Q99450,Dietmar Bartsch,False
11003033,109569703X,Q109811,Norbert Barthle,False
11003032,1111249962,Q1281813,Eckhardt Barthel,False
11003031,129879061,Q101192,Hans-Peter Bartels,False
11003030,1108783627,Q1332291,Monika Thiel,False
11003029,1137491523,Q96968,Rainer Arnold,False
11003028,120680319,Q153460,Ilse Aigner,False
11003026,,Q1510403,Gerhard Bauer,False
11003025,,Q1687213,Jens Heinzig,False
11003023,1037983726,Q71359,Annegret Kramp-Karrenbauer,False
11003022,1173379541,Q1379180,Eva Folta,False
11003021,,Q1331504,Elke Holzapfel,False
11003018,107306085,Q105341,Michael Bürsch,False
11003011,1237128609,Q1899247,Marion Seib,False
11003010,1104075482,Q1378589,Helga Kühn-Mengel,False
11003007,,Q1201266,Detlef Helling,False
11003000,1060155664,Q1739443,Marlene Rupprecht,False
11002947,1139319906,Q1296861,Egbert Nitsch,False
11002946,1103275860,Q1603632,Helmut Heiderich,False
11002944,121665429,Q58284,Guido Westerwelle,False
11002943,1118770811,Q1363410,Uwe Göllner,False
11002940,1153434369,Q1910554,Matthäus Strebl,False
11002939,,Q1576372,Hanns-Peter Hartmann,False
11002833,118637509,Q106860,Gerhard Zwerenz,False
11002832,1239410808,Q1594119,Heidi Wright,False
11002831,1103834029,Q1894924,Margareta Wolf,False
11002830,128492821,Q2584346,Winfried Wolf,False
11002829,1020269596,Q85662,Dagmar G. Wöhrl,False
11002828,1064135161,Q84698,Wolfgang Wodarg,False
11002827,1028553285,Q107577,Gert Willner,False
11002826,1117978117,Q1484328,Hans-Otto Wilhelm,False
11002825,1111928460,Q1604326,Helmut Wilhelm,False
11002824,,Q1383764,Klaus-Jürgen Warnick,False
11002823,123702968,Q2503159,Ute Vogt,False
11002822,173187528,Q354647,Adelheid Tröscher,False
11002821,,Q1539484,Gottfried Tröger,False
11002820,1228786976,Q2338782,Steffen Tippach,False
11002819,119270234,Q1170842,Susanne Tiemann,False
11002818,1114147427,Q1449268,Franz Thönnes,False
11002817,189450614,Q1000195,Dietmar Thieser,False
11002816,,Q1686702,Jella Teuchner,False
11002815,,Q1929551,Michael Teiser,False
11002814,137803222,Q889987,Bodo Teichmann,False
11002813,101280450X,Q76545,Jörg Tauss,False
11002812,1060159139,Q1366360,Max Straubinger,False
11002811,1131361202,Q500829,Andreas Storm,False
11002810,143630288,Q1082006,Christian Sterzing,False
11002809,1028927134,Q1727966,Marina Steindor,False
11002808,10388212X,Q61897,Erika Steinbach,False
11002807,1107019613,Q2591496,Wolfgang Steiger,False
11002806,171437969,Q1596319,Rainder Steenblock,False
11002805,1034911740,Q1913479,Max Stadler,False
11002804,1071629913,Q1479221,Jörg-Otto Spiller,False
11002803,1162392924,Q2591445,Wolfgang Spanier,False
11002802,1188494171,Q1454062,Margarete Späte,False
11002800,106015823X,Q1276900,Johannes Singhammer,False
11002799,112318612X,Q824247,Bernd Siebert,False
11002798,1201035090,Q1698408,Johannes Selle,False
11002797,103532752X,Q1584084,Heinz Seiffert,False
11002796,1051168805,Q2573474,Wilhelm Josef Sebastian,False
11002795,109335163,Q88184,Angelica Schwall-Düren,False
11002794,1029441928,Q1659209,Ilse Schumann,False
11002793,,Q1452995,Frederick Schulze,False
11002792,1226333249,Q2531509,Volkmar Schultz,False
11002791,1013037790,Q1609192,Reinhard Schultz,False
11002790,,Q2150558,Richard Schuhmann,False
11002789,1033347892,Q1223159,Diethard Schütze,False
11002788,123907241,Q1272289,Erika Schuchardt,False
11002787,140426876,Q1297166,Mathias Schubert,False
11002786,1276236360,Q2501871,Ursula Schönberger,False
11002785,1060988127,Q92299,Birgit Schnieber-Jastram,False
11002784,131635735,Q1763255,Wolfgang Schmitt,False
11002783,,Q1600927,Heinz Schmitt,False
11002782,,Q1577971,Hans-Otto Schmiedeberg,False
