mdb_id,gnd,qid,full_name,multi_role
11002289,170903141,Q1601039,Heinz Suhr,False
11002288,121181758,Q364351,Adolf Süsterhenn,False
11002287,118992872,Q66286,Rita Süssmuth,True
11002286,119014750,Q1556453,Gustav Sühler,False
11002285,1144931584,Q2546457,Walter Suck,False
11002284,1027173748,Q1890010,Manfred Such,False
11002283,1030166587,Q1577831,Hans-Jürgen Stutzer,False
11002282,,Q1405834,Ferdinand Stümer,False
11002281,118619659,Q454669,Richard Stücklen,False
11002280,1090774400,Q1514088,Michael Stübgen,False
11002279,1030067600,Q1201370,Detlef Struve,False
11002278,132185407,Q62202,Peter Struck,False
11002277,1120061695,Q1311202,Hans-Gerd Strube,False
11002276,125700822,Q1298912,Johannes-Helmut Strosche,False
11002275,1018735518,Q2650478,Alois Strohmayr,False
11002274,,Q1515613,Gertrud Leibbrand,False
11002273,118619357,Q71533,Hans-Christian Ströbele,False
11002272,12086570X,Q71560,Käte Strobel,False
11002271,111964223X,Q1581033,Otto Striebeck,False
11002270,118619063,Q44620,Franz Josef Strauß,False
11002269,113652518,Q97250,Eckhard Stratmann,False
11002268,1119934656,Q1117344,Günter Straßmeir,False
11002267,1115281410,Q1598999,Heinrich Sträter,False
11002266,1027294170,Q1818755,Leo Storm,False
11002265,1029298858,Q1457780,Friedrich-Karl Storm,False
11002264,124041973,Q90831,Anton Storch,False
11002263,,Q1612842,Hermann Stopperich,False
11002262,129436615,Q1385907,Heinrich Stooss,False
11002261,,Q1559065,Wilhelm Peter Stommel,False
11002260,102713940X,Q1449990,Maria Stommel,False
11002259,118618601,Q62214,Gerhard Stoltenberg,True
11002258,115302764X,Q997479,Roswitha Stolfa,False
11002257,1121011381,Q1686213,Wilhelm Stöckl,False
11002256,1027324304,Q85561,Ulrich Stockmann,False
11002255,1119924847,Q364311,Adolf Stockleben,False
11002254,1118264827,Q1733092,Karl Stockhausen,False
11002253,109151747,Q68748,Dietrich Stobbe,False
11002252,118755374,Q120800,Josef Stingl,False
11002251,106015899X,Q1506124,Georg Stiller,False
11002250,1132830966,Q1506128,Georg Stierle,False
11002249,1145543073,Q1729999,Karl-Heinz Stienen,False
11002248,12406700X,Q87650,Ludwig Stiegler,False
11002247,110413474,Q98757,Wolfgang Freiherr von Stetten,False
11002246,118814370,Q1493052,Hans Stercken,False
11002245,137402481,Q1710107,Volker Stephan,False
11002244,,Q1598955,Heinrich Stephan,False
11002243,1056460318,Q1040700,Carl Stenger,False
11002242,12764847X,Q2582206,Willy Steinmetz,False
11002241,121112039,Q1745750,Klaus Steinitz,False
11002240,118617494,Q99458,Fritz Steinhoff,False
11002239,1276214162,Q1583499,Willi Steinhörster,False
11002238,1120816475,Q2547645,Waltraud Steinhauer,False
11002237,,Q1733085,Karl Steinhauer,False
11002236,,Q1712998,Julius Steiner,False
11002235,1030131961,Q1501027,Heinz-Alfred Steiner,False
11002234,1284464407,Q500786,Andreas Steiner,False
11002233,143411705,Q1775794,Viktoria Steinbiß,False
11002231,132294036,Q1556421,Gustav Stein,False
11002230,143938010,Q96925,Franz Stein,False
11002229,1036627128,Q1301702,German Otto Stehle,False
11002228,103515403X,Q714882,Artur Stegner,False
11002227,122303695,Q1683508,Ulrich Steger,False
11002226,1120816998,Q584606,Antje-Marie Steen,False
11002225,1035154161,Q1432991,Josef Stecker,False
11002224,,Q2062568,Paul Stech,False
11002223,1012393089,Q1878207,Lutz G. Stavenhagen,False
11002222,108821625,Q76401,Franz Ludwig Schenk Graf von Stauffenberg,False
11002221,1025575156,Q2141553,Reinhold Staudt,False
11002220,1119613116,Q1747328,Robert Stauch,False
11002219,102721472X,Q1717733,Jürgen Starnick,False
11002218,119368471,Q74254,Heinz Starke,False
11002217,1121592317,Q594423,Anton Stark,False
11002216,1036159825,Q1578351,Hans-Werner Staratzke,False
11002215,129280836,Q74260,Wolfgang Stammberger,False
11002214,1030116490,Q1612807,Hermann Stahlberg,False
11002213,119131072,Q2582196,Willy Stahl,False
11002212,170884686,Q1363491,Erwin Stahl,False
11002211,172382920,Q533346,Angela Stachowa,False
11002210,1276222637,Q1750248,Werner Staak,False
11002209,1120084210,Q1360258,Ernst Srock,False
11002208,1118919696,Q2173848,Rudolf Sprung,False
11002207,112008430X,Q1286942,Gerd Springorum,False
11002206,135748860,Q76347,Karl Graf von Spreti,False
11002205,11930452X,Q95850,Carl-Dieter Spranger,False
11002204,1237047722,Q1913480,Max Spörl,False
11002203,1012393194,Q92536,Dieter Spöri,False
11002202,1012799506,Q1408590,Kurt Spitzmüller,False
11002201,1117403432,Q1381987,Hermann Spillecke,False
11002200,1060158493,Q103507,Karl-Heinz Spilker,False
11002199,105284580,Q361600,Adolf Freiherr Spies von Büllesheim,False
11002198,1029248966,Q1705794,Josef Spies,False
11002197,1120449464,Q764066,August Spies,False
11002196,171267265,Q1224041,Dietrich Sperling,False
11002195,1029090475,Q1019050,Bärbel Sothmann,False
11002194,135985757,Q2062512,Paul Sornik,False
11002193,134079299,Q1226238,Wieland Sorge,False
11002192,,Q1557352,Hans-Joachim Sopart,False
11002191,134075048,Q1133474,Cornelie Sonntag-Wolgast,False
11002190,129055514,Q70407,Hermann Otto Solms,False
11002189,1031535837,Q1913473,Max Solleder,False
11002188,1120019095,Q1336845,Emil Solke,False
11002187,1035154781,Q1462281,Friedrich Soetebier,False
11002186,120250896,Q1587570,Hartmut Soell,False
11002185,104533994,Q1275463,Günter Slotta,False
11002184,1276224885,Q1417579,Werner H. Skowron,False
11002183,109302885,Q1489624,Sigrid Skarpelis-Sperk,False
11002182,125888643,Q1286834,Edmund Sinn,False
11002181,1027625185,Q1504767,Johannes Singer,False
11002180,1138898716,Q1733028,Karl Simpfendörfer,False
11002179,,Q1583943,Hansmartin Simpfendörfer,False
11002178,119135787,Q65515,Heide Simonis,True
11002177,,Q2060072,Paul Heinrich Simon,False
11002176,1060158175,Q1354499,Erika Simm,False
11002175,1035150999,Q1717719,Jürgen Sikora,False
11002174,128627328,Q1676334,J. Hermann Siemer,False
11002173,102978650X,Q1340148,Wolfgang Sieler,False
11002172,1029783292,Q1629961,Horst Sielaff,False
11002171,1029782482,Q1441696,Hellmut Sieglerschmidt,False
11002170,,Q1735310,Theodor Siebel,False
11002169,1185382232,Q2576900,Willi-Peter Sick,False
11002168,,Q1561852,Günther Sewald,False
11002167,1029826994,Q1375048,Lisa Seuster,False
11002166,125863004,Q1449065,Franz Seume,False
11002165,117471046,Q2546303,Walter Seuffert,False
11002164,,Q1561850,Günther Serres,False
11002163,1031831002,Q1328671,Elfriede Seppi,False
11002162,,Q1578344,Hans-Werner Senfft,False
11002161,1146917325,Q2285323,Sigrid Semper,False
11002160,1018068775,Q1698416,Johannes Semler,False
11002159,,Q1735311,Peter Sellin,False
11002158,,Q1728843,Karl-Ernst Selke,False
11002157,1106003179,Q1913447,Max Seither,False
11002156,119022184,Q73941,Rudolf Seiters,False
11002155,1012573338,Q2501877,Ursula Seiler-Albring,False
11002154,118823973,Q1582620,Hans Stefan Seifriz,False
11002153,121710491,Q1658609,Ilja Seifert,False
11002152,1031737626,Q1449042,Franz Seidl,False
11002151,1117403408,Q889982,Bodo Seidenthal,False
11002150,1027749933,Q1913446,Max Seidel,False
11002149,129586838,Q1444180,Frank Seiboth,False
11002148,122636201,Q2087203,Philipp Seibert,False
11002147,1276219946,Q1728278,Wilfried Seibel,False
11002146,1025756606,Q1899361,Marita Sehn,False
11002145,119999829X,Q1696219,Johann-Adam Segitz,False
11002144,1036127974,Q1662822,Inge Segall,False
11002143,1027752241,Q1564870,Roland Seffrin,False
11002142,1027752292,Q1598867,Heinrich Seesing,False
11002141,133756343,Q1496937,Gebhard Seelos,False
11002140,119526069,Q44612,Horst Seehofer,False
11002139,,Q2069874,Per-René Seeger,False
11002138,105612901,Q1629942,Horst Seefeld,False
11002137,11861259X,Q69088,Hans-Christoph Seebohm,False
11002136,1029795568,Q1612710,Hermann Schwörer,False
11002135,,Q1353234,Erich Schwertner,False
11002134,143859323,Q2546267,Walter Schwenninger,False
11002133,1027984495,Q2591350,Wolfgang Schwenk,False
11002132,118805142,Q1696144,Olaf Schwencke,False
11002131,122619005,Q1036427,Carl-Christoph Schweitzer,False
11002130,107450402,Q1535024,Rolf Schwedler,False
11002129,1031768335,Q65397,Elisabeth Schwarzhaupt,False
11002128,118570544,Q77550,Christian Schwarz-Schilling,False
11002127,129586234,Q95839,Werner Schwarz,False
11002126,,Q1487553,Stefan Schwarz,False
11002125,11861195X,Q1494328,Heinz Schwarz,False
11002124,101793438X,Q1612701,Hermann Schwann,False
11002123,1029705089,Q100617,Rolf Schwanitz,False
11002122,123064325,Q1360170,Ernst Schwanhold,False
11002121,1105228215,Q1100075,Clemens Schwalbe,False
11002120,12344084X,Q74226,Irmgard Schwaetzer,False
11002119,129586595,Q2591337,Wolfgang Schwabe,False
11002118,1029739684,Q98342,R. Werner Schuster,False
11002117,,Q1696174,Johann Schuster,False
11002116,120683601,Q1581606,Hans Paul Hermann Schuster,False
11002115,128881658,Q1929282,Michael Schumann,False
11002114,,Q1468342,Fritz Schumann,False
11002113,118611615,Q57465,Kurt Schumacher,False
11002112,1011494345,Q1593650,Max Schulze-Vorberg,False
11002111,189557400,Q1633406,Hubert Schulze-Pellengahr,False
11002110,1214460909,Q2541384,Waldemar Schulze,False
11002109,122137116,Q2699362,Gerhard Schulze,False
11002108,130444987,Q95269,Werner Schulz,False
11002107,118762508,Q1744824,Klaus-Peter Schulz,False
11002106,,Q1512521,Gerhard Schulz,False
11002105,135658462,Q1079671,Christian Friedrich Schultze,False
11002104,,Q1604179,Helmut Schultz,False
11002103,129442275,Q122071,Fritz-Rudolf Schultz,False
11002102,,Q2337616,Stefan Schulte,False
11002101,1120412773,Q1432847,Manfred Schulte,False
11002100,1012385337,Q1222818,Dieter Schulte,True
11002099,1029333815,Q916655,Brigitte Schulte,False
11002098,1047632055,Q1748788,Wolfgang Schulhoff,False
11002097,189412151,Q1505937,Georg Schulhoff,False
11002096,1012763978,Q1438708,Fritz Schuler,False
11002095,11905910X,Q215756,Klaus Schütz,True
11002094,118611151,Q110485,Hans Schütz,False
11002093,1027310745,Q1223560,Dietmar Schütz,False
11002092,129436526,Q1230770,Josef Schüttler,False
11002090,108364534,Q1602291,Helga Schuchardt,False
11002089,122713648,Q90933,Hans Schuberth,False
11002088,,Q2150550,Richard Schröter,False
11002087,,Q98351,Karl Heinz Schröter,False
11002086,,Q1527358,Gisela Hilbrecht,False
11002085,1031737065,Q110903,Carl Schröter,False
11002084,117082481,Q1667583,Thomas Schröer,False
11002083,123221196,Q2150548,Richard Schröder,False
11002082,118967541,Q104581,Louise Schroeder,False
11002081,,Q1794074,Kurt Schröder,False
11002080,170168581,Q1629921,Horst Schröder,False
11002079,1035133865,Q1598821,Heinrich Schröder,False
11002078,118570528,Q2530,Gerhard Schröder,False
11002077,118610821,Q60781,Gerhard Schröder,True
11002076,1035137089,Q1220307,Diedrich Schröder,False
11002075,101270842X,Q1126992,Conrad Schroeder,False
11002074,189533331,Q996538,Christa Schroeder,False
11002073,114265216,Q101206,Ottmar Schreiner,False
11002072,1120018781,Q1678582,Nikolaus Schreiner,False
11002071,1019664029,Q2562529,Werner Schreiber,False
11002070,113932215X,Q1444196,Heinz Schreiber,False
11002069,1210788942,Q1584728,Harald Schreiber,False
11002068,1014479460,Q1604449,Helmuth Schranz,False
11002067,,Q1603617,Rudolf Schrader,False
11002066,1022922092,Q1309053,Reinhard Freiherr von Schorlemer,False
11002065,1030011664,Q2547633,Waltraud Schoppe,False
11002064,1120413648,Q1457122,Friedrich Schonhofen,False
11002063,124765688,Q69112,Rupert Scholz,False
11002062,1155718100,Q1767364,Wolfgang Schollmeyer,False
11002061,,Q1361327,Erwin Schoettle,False
11002060,,Q1905514,Martina Schönebeck,False
11002059,1230841024,Q1290430,Joachim Schöne,False
11002058,1020554037,Q105335,Joachim Graf von Schönburg-Glauchau,False
11002057,1068527676,Q1462132,Friedrich Schönauer,False
11002056,1117136051,Q2546277,Walter Schöler,False
11002055,1022089129,Q113325,Andreas von Schoeler,False
11002054,1017835381,Q1564139,Rudolf Schöfberger,False
11002053,11110839X,Q500526,Andreas Schockenhoff,False
11002052,1105992659,Q1794070,Kurt Schober,False
11002051,132696886,Q1085797,Christoph Schnittler,False
11002050,,Q121258,Emil Schnell,False
11002049,1280874414,Q2140475,Reiner Schneider,False
11002048,119087103,Q95858,Oscar Schneider,False
11002047,1028170688,Q967615,Manfred Schneider,False
11002046,1031582584,Q1874978,Ludwig Schneider,False
11002045,1030023956,Q1437979,Herbert Schneider,False
11002044,128378875,Q1367191,Heinrich Schneider,False
11002043,1029467889,Q1505899,Georg Schneider,False
11002042,1119610338,Q1448944,Franz Schneider,False
11002041,1068245840,Q1228067,Dirk Schneider,False
11002040,118759981,Q73927,Kurt Schmücker,False
11002039,1029212856,Q1665285,Michael von Schmude,False
11002038,129281174,Q65545,Jürgen Schmude,False
11002037,,Q1583073,Hans Werner Schmöle,False
11002036,1098554493,Q1729981,Karl-Heinz Schmitz,False
11002035,1119609526,Q1528134,Hans Peter Schmitz,False
11002034,1031680349,Q1304019,Hans Schmitz,False
11002033,116810122,Q1565855,Hermann Schmitt,False
11002032,102864194X,Q2172125,Rudi Schmitt,False
11002031,,Q1268285,Joseph Schmitt,False
11002030,112041282X,Q1705672,Josef Schmitt,False
11002029,1051170613,Q1103872,Cläre Schmitt,False
11002028,,Q1690448,Joachim Schmiele,False
11002027,112162071X,Q2737822,Jürgen Schmieder,False
11002026,1109751060,Q2137928,Regina Schmidt-Zadel,False
11002025,135624525,Q1733770,Karlfranz Schmidt-Wittmack,False
11002024,1073741354,Q2138747,Regula Schmidt-Bott,False
11002023,1190610213,Q2591227,Wolfgang Schmidt,False
11002022,1035134098,Q2574908,Wilhelm Schmidt,False
11002021,1276214804,Q2574905,Wilhelm Schmidt,False
11002020,122615999,Q2546152,Walter Schmidt,False
11002019,141151765,Q61307,Ulla Schmidt,False
11002018,1028171927,Q1542549,Trudi Schmidt,False
11002017,1276294697,Q2427121,Thomas Schmidt,False
11002016,119101548,Q69677,Renate Schmidt,True
11002015,1031678484,Q119070,Otto Schmidt,False
11002014,129187410,Q1904965,R. Martin Schmidt,False
11002013,,Q1897200,Marie-Luise Schmidt,False
11002012,1120310415,Q1889893,Manfred Schmidt,False
11002011,1060156725,Q1328633,Manfred Schmidt,False
11002010,131493833,Q1690446,Joachim Schmidt,False
11002009,131630547,Q1629910,Horst Schmidt,False
11002008,189442204,Q1321198,Hermann Schmidt,False
11002007,118608819,Q2516,Helmut Schmidt,False
11002006,1029298076,Q1583800,Hansheinrich Schmidt,False
11002005,,Q1444124,Frank Schmidt,False
11002004,173439179,Q1168085,Ferdinand Schmidt,False
11002003,138456313,Q107018,Christian Schmidt,False
11002002,,Q1081754,Christian Schmidt,False
11002001,,Q1078185,Christa Schmidt,False
11002000,1241198470,Q694553,Arno Schmidt,False
11001999,1174131217,Q500491,Andreas Schmidt,False
11001998,189542705,Q364156,Adolf Schmidt,False
11001997,122929446,Q67956,Peter M. Schmidhuber,False
11001996,1060156628,Q1516143,Horst Schmidbauer,False
11001995,122746473,Q824152,Bernd Schmidbauer,False
11001994,1119609283,Q1745661,Klaus Schmid-Burgk,False
11001993,118608606,Q67511,Carlo Schmid,False
11001992,1271861194,Q1229781,Helga Schmedt,False
11001991,118608460,Q103529,Cornelia Schmalz-Jacobsen,False
11001990,13158300X,Q2476614,Ulrich Schmalz,False
11001989,,Q1604129,Helmut Schlüter,False
11001988,1119609100,Q1560999,Günter Schluckebier,False
11001987,1119608805,Q1997177,Norbert Schlottmann,False
11001986,1029152152,Q1222778,Dieter Schloten,False
11001985,1029964823,Q1576541,Hanns Schloß,False
11001984,,Q2645791,Alfred Schliestedt,False
11001983,1029199744,Q1705648,Josef Schlick,False
11001982,,Q1464946,Günter Schlichting von Rönn,False
11001981,,Q1281770,Eckhard Schleifenbaum,False
11001980,11732292X,Q744185,Ursula Schleicher,False
11001979,119227967,Q74280,Marie Schlei,False
11001978,1060156415,Q2639952,Albrecht Schlee,False
11001977,1028218966,Q1560996,Günter Schlatter,False
11001976,12373181X,Q216242,Hans Schlange-Schöningen,False
11001975,1237047692,Q1889887,Manfred Schlager,False
11001974,1029956081,Q1422044,Georg Schlaga,False
11001973,1063987431,Q1456516,Friedel Schirmer,False
11001972,1120189799,Q1222766,Dieter Schinzel,False
11001971,102307706X,Q1406790,Hildegard Schimschok,False
11001970,120259168,Q60788,Otto Schily,False
11001969,1126898392,Q1515677,Gertrud Schilling,False
11001968,118607634,Q65513,Karl Schiller,False
11001967,1121610196,Q1085774,Christoph Schiller,False
11001966,133749738,Q1801393,Lambert Schill,False
11001965,102827596X,Q1598737,Heinrich Schild,False
11001964,143934864,Q1605554,Henning Schierholz,False
11001963,1119772990,Q1294071,Josef Scheuren,False
11001962,1060156245,Q1512439,Gerhard Scheu,False
11001961,117222798,Q364092,Adolf Scheu,False
11001960,1120269415,Q1904930,Martin Schetter,False
11001959,112181543X,Q1438401,Manfred Scherrer,False
11001958,139561188,Q1470263,Heinrich Scheppmann,False
11001957,1030237468,Q1081713,Christian Schenk,False
11001956,137929226,Q1553622,Ernst Otto Volker Schemmel,False
11001955,189495405,Q1600891,Heinz Schemken,False
11001954,118607006,Q1244360,Ernst Schellenberg,False
11001953,137405553,Q106202,Manfred Schell,False
11001952,1025245644,Q2283722,Siegfried Scheffler,False
11001951,112145335X,Q1612575,Hermann Scheffler,False
11001950,12156049X,Q63346,Hermann Scheer,False
11001949,118606751,Q2571,Walter Scheel,False
11001948,1237047684,Q2638723,Albert Schedl,False
11001947,124383335,Q1705614,Josef Schatz,False
11001946,1051149681,Q1561790,Günther Schartz,False
11001945,1029148260,Q1444740,Heribert Scharrenbroich,False
11001944,1050522664,Q1360035,Ernst Scharnowski,False
11001943,1020135352,Q1635648,Hugo Scharnberg,False
11001942,,Q1279336,Eberhard Scharf,False
11001941,107370301,Q1902933,Marta Schanzenbach,False
11001940,121634468X,Q1222743,Dieter Schanz,False
11001939,1194074219,Q1553145,Gudrun Schaich-Walch,False
11001938,118814311,Q16019,Wolfgang Schäuble,False
11001937,1012703290,Q2032097,Ortrun Schätzle,False
11001936,,Q1612712,Hermann Schätz,False
11001935,118748297,Q73959,Fritz Schäffer,False
11001934,1027782701,Q1569496,Manfred Schäfer,False
11001933,12121740X,Q103520,Hermann Schäfer,False
11001932,170226085,Q1604190,Helmut Schäfer,True
11001931,1012384519,Q1584397,Harald B. Schäfer,False
11001930,118606166,Q1462129,Friedrich Schäfer,False
11001929,118606034,Q1579761,Hans Georg Schachtschabel,False
11001928,114990638,Q75893,Botho Prinz zu Sayn-Wittgenstein-Hohenstein,False
11001927,1144931622,Q1232359,Karl-Heinz Saxowski,False
11001926,1027095836,Q1448849,Franz Sauter,False
11001925,122043928,Q2645776,Alfred Sauter,False
11001924,127621135X,Q2591121,Wolfgang Saurin,False
11001923,1276234449,Q2546060,Walter Sauermilch,False
11001922,1027094295,Q1247563,Roland Sauer,False
11001921,1035152606,Q118277,Helmut Sauer,False
11001920,116973587,Q1569367,Walter Sassnick,False
11001919,1116644541,Q1598692,Heinrich Sander,False
11001918,18955598X,Q1556348,Gustav Sander,False
11001917,1118270517,Q1341966,Engelbert Sander,False
11001916,101733828,Q361597,Adolf Franz Samwer,False
11001915,1027005896,Q1572061,Hannelore Saibold,False
11001914,118604791,Q1468600,Fritz Sänger,False
11001913,1248414446,Q1640347,Peter Säckl,False
11001912,10734128X,Q593641,Anton Sabel,False
11001911,1120864879,Q2582369,Wilmar Sabaß,False
11001910,1012716627,Q1481948,Hermann Saam,False
11001909,106488112,Q1229324,Wolfgang Rutschke,False
11001908,1225347394,Q1019043,Bärbel Rust,False
11001907,107338041,Q1611678,Hermann Josef Russe,False
11001906,1032281553,Q98746,Herbert Rusche,False
11001905,116707283,Q1528193,Hermann Runge,False
11001904,1036127079,Q2591061,Wolfgang Rumpf,False
11001903,1194114717,Q1448802,Franz Ruland,False
11001902,1030233624,Q1596476,Heinrich-Wilhelm Ruhnke,False
11001901,118761625,Q2426956,Thomas Ruf,False
11001900,119532417,Q2173662,Rudolf Ruf,False
11001899,12145519X,Q60975,Jürgen Rüttgers,False
11001898,133740277,Q2033945,Oskar Rümmele,False
11001897,119368927,Q84388,Volker Rühe,False
11001896,1168849047,Q203195,Karl Rüdiger,False
11001895,125762216,Q1576761,Hans-Carl Rüdel,False
11001894,189544503,Q1489045,Margarete Rudoll,False
11001893,113058209,Q1081632,Christian Ruck,False
11001892,,Q1600838,Heinz Rother,False
11001891,129527432,Q1288084,Wolfgang Roth,False
11001890,130357596,Q1359963,Ernst Roth,False
11001889,1032219920,Q363697,Adolf Roth,False
11001888,,Q1490552,Gabriele Rost,False
11001887,1037044029,Q1794023,Kurt J. Rossmanith,False
11001886,1121407757,Q1562891,Kurt Ross,False
11001885,1035122383,Q1643565,Norbert Roske,False
11001884,118602829,Q1582095,Hans Roser,False
11001883,118602780,Q108288,Philip Rosenthal,False
11001882,131653474,Q1301096,Klaus Rose,False
11001881,110705815,Q2504690,Uwe Ronneburger,False
11001880,143536443,Q1506825,Josef Rommerskirchen,False
11001879,1119372399,Q1448759,Franz Romer,False
11001878,118959271,Q1223996,Dietrich-Wilhelm Rollmann,False
11001877,1120189772,Q1663384,Ingrid Roitzsch,False
11001876,143578413,Q897281,Helmut Rohde,False
11001875,1027095828,Q1660634,Johannes Baptist Rösler,False
11001874,1027096204,Q1705589,Josef Rösing,False
11001873,1257642421,Q1745626,Klaus Rösch,False
11001872,1116672936,Q1712199,Julie Rösch,False
11001871,,Q1040260,Carl Roesch,False
11001870,173488900,Q78004,Hannelore Rönsch,False
11001869,11920312X,Q1749173,Paul Röhner,False
11001868,,Q2283715,Siegfried Röhlig,False
11001867,1113938234,Q1745627,Klaus Röhl,False
11001866,118601784,Q74438,Franz Josef Röder,False
11001865,1116659905,Q1359952,Ernst Rodiek,False
11001864,1210918641,Q1604064,Helmut Rode,False
11001863,,Q1602272,Helga Rock,False
11001862,1027033199,Q1283271,Edelhard Rock,False
11001861,,Q1560948,Günter Rixe,False
11001860,116574461,Q1598628,Heinrich Georg Ritzel,False
11001859,104513470,Q1016490,Burkhard Ritz,False
11001858,125574223,Q1510763,Gerd Ritgen,False
11001857,102698856X,Q1253189,Friedrich Rische,False
11001856,125570317,Q1505763,Georg Ripken,False
11001855,119555433,Q1560946,Günter Rinsche,False
11001854,116551003,Q1229157,Walter Rinke,False
11001853,1276227531,Q2562366,Werner Ringkamp,False
11001852,1037398971,Q1468009,Fritz Rinderspacher,False
11001851,1241143382,Q1309648,Hermann Rind,False
11001850,118601059,Q1591276,Hugo Rimmelspacher,False
11001849,120317389,Q73951,Heinz Riesenhuber,False
11001848,118745212,Q1629685,Horst-Ludwig Riemer,False
11001847,1104796384,Q1745611,Klaus Riegert,False
11001846,1055322507,Q2545956,Walter Rieger,False
11001845,1163359432,Q1393584,Karl Riegel,False
11001844,119182262,Q1512345,Gerhard Riege,False
11001843,129413194,Q1353062,Erich Riedl,False
11001842,127905529,Q1545168,Max Freiherr Riederer von Paar,False
11001841,112161812X,Q1603928,Norbert Rieder,False
11001839,120274698,Q1100066,Clemens Riedel,False
11001838,116533331,Q1632653,Paula Riede,False
11001837,,Q1223994,Dietrich Riebensahm,False
11001836,118600559,Q2577432,Willi Richter,False
11001835,1026932823,Q1889833,Manfred Richter,False
11001834,1121509088,Q1745607,Klaus Richter,False
11001833,1100200576,Q102456,Franz Richter,False
11001832,120501546,Q1283234,Edelbert Richter,False
11001831,1026901316,Q1252261,Hans Richarts,False
11001830,1274368545,Q1512332,Gerhard Ribbeheger,False
11001829,1030229546,Q1582001,Hans Revenstorff,False
11001828,1026931215,Q824052,Bernd Reuter,False
11001827,1143137930,Q2077829,Peter W. Reuschenbach,False
11001826,1026888271,Q2040285,Otto Reschke,False
11001825,1012399648,Q106976,Hans-Peter Repnik,False
11001824,,Q1457251,Friedhelm Rentrop,False
11001823,121905578,Q1600804,Heinz Renner,False
11001822,1121619916,Q2143490,Renate Rennebach,False
11001821,118599682,Q66138,Annemarie Renger,False
11001820,109915364,Q1453707,Margot von Renesse,False
11001819,1276234716,Q1289885,Walter Rempe,False
11001818,116444525,Q1703884,Richard Reitzner,False
11001817,1119608597,Q1592845,Wilhelm Reitz,False
11001816,1246429047,Q1281765,Eckhard Reith,False
11001815,189561920,Q825787,Bernhard Reismann,False
11001814,1061269124,Q1612324,Hermann P. Reiser,False
11001813,1060154625,Q1364997,Gerhard Reischl,False
11001812,1051212502,Q1612445,Hermann Alexander Reinholz,False
11001811,1026854040,Q1354470,Erika Reinhardt,False
11001810,1026852943,Q1040180,Carl Reinhard,False
11001809,1030226466,Q1522379,Otto Reindl,False
11001808,1065354088,Q828340,Bertold Reinartz,False
11001807,108850404,Q2343742,Stephan Reimers,False
11001806,118744097,Q77493,Max Reimann,False
11001805,132346648,Q1600748,Manfred Reimann,False
11001804,11881642X,Q1581946,Hans Reif,False
11001803,1016866925,Q2582144,Willy Reichstein,False
11001802,102468167X,Q1598540,Heinrich Reichold,False
11001801,1036124789,Q1904796,Martin Reichmann,False
11001800,,Q1512321,Gerhard Reichhardt,False
11001799,,Q1745596,Klaus Reichenbach,False
11001798,107370328,Q100294,Reinhold Rehs,False
11001797,125474343X,Q2338254,Stefanie Rehm,False
11001796,189425628,Q1876654,Luise Rehling,False
11001795,1116385007,Q1437096,Wiltrud Rehlen,False
11001794,,Q1688091,Karl Regling,False
11001793,1018809317,Q1123394,Otto Regenspurger,False
11001792,1012573346,Q1078167,Christa Reetz,False
11001791,1068037679,Q1571089,Jürgen Reents,False
11001790,118598856,Q1512318,Gerhard Reddemann,False
11001789,112041895X,Q1638868,Rudolf Recktenwald,False
11001788,125465793,Q1578464,Hans Albrecht Freiherr von Rechenberg,False
11001787,1276211554,Q2590938,Wolfgang Rayer,False
11001786,1031156100,Q1720613,Wilhelm Rawe,False
11001785,124999786,Q85853,Karl Ravens,False
11001784,1185381759,Q1581916,Hans Rauhaus,False
11001783,1032421630,Q2077748,Peter Rauen,False
11001782,,Q1518284,Klaus Rauber,False
11001781,1121618073,Q1551813,Rolf Rau,False
11001780,116362790,Q1280427,Friedrich Rau,False
11001779,119133946,Q1874894,Ludwig Ratzel,False
11001778,1210700522,Q2574577,Wilhelm Rath,False
11001777,1030215979,Q1551292,Will Rasner,False
11001776,,Q1635569,Hugo Rasch,False
11001775,118883666,Q1612408,Hermann Rappe,False
11001774,1031800107,Q1600788,Heinz Rapp,False
11001773,,Q1452478,Fred Ranker,False
11001772,132469057,Q64525,Peter Ramsauer,False
11001771,1121209084,Q1298980,Egon Wilhelm Theodor Ramms,False
11001770,125390343,Q763510,August Ramminger,False
11001769,134092627,Q2650401,Alois Rainer,False
11001768,12082552X,Q1581890,Hans Raidel,False
11001767,1100198210,Q2574560,Wilhelm Rahn,False
11001766,,Q2369431,Susanne Rahardt-Vahldieck,False
11001765,122213807,Q1690385,Joachim Raffert,False
11001764,133697134,Q825763,Bernhard Raestrup,False
11001763,1018826475,Q1425124,Willy Max Rademacher,False
11001762,1183780583,Q1642012,Paul Putzig,False
11001761,1276227965,Q109566,Werner Pusch,False
11001760,1119641675,Q1519095,Rudolf Purps,False
11001759,189447990,Q1222647,Dieter Pützhofen,False
11001758,,Q2275236,Severin Fritz Pütz,False
11001757,118742884,Q109572,Hermann Pünder,False
11001756,1113938145,Q824011,Bernd Protzner,False
11001755,101652885X,Q1608926,Herbert Prochazka,False
11001754,1031801626,Q2574536,Wilhelm Probst,False
11001753,116291559,Q547966,Maria Probst,False
11001752,1032361700,Q119696,Albert Probst,False
