period,protocol_number,last_name,first_name,group,party,function,function_group,politician_id,speech_name_data,generated_id,GND,QID
10,61,Barzel,Rainer,,CDU,Präsident,Sitzungsvorstand,11000102,Präsident Dr. Barzel:,,118652990,Q470285
10,61,Dreßler,Rudolf,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000420,Dreßler (SPD):,,170620786,Q1784182
10,61,Cronenberg,Dieter-Julius,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000342,Cronenberg (Arnsberg) (FDP):,,112388159,Q124036
10,61,Barzel,Rainer,,CDU,Präsident,Sitzungsvorstand,11000102,Präsident Dr. Barzel:,,118652990,Q470285
10,61,von der Wiesche,Eugen,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002509,von der Wiesche (SPD):,,1125578335,Q1373032
10,61,Barzel,Rainer,,CDU,Präsident,Sitzungsvorstand,11000102,Präsident Dr. Barzel:,,118652990,Q470285
10,61,Kolb,Elmar,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001170,Kolb (CDU/CSU):,,,Q1332761
10,61,Barzel,Rainer,,CDU,Präsident,Sitzungsvorstand,11000102,Präsident Dr. Barzel:,,118652990,Q470285
10,61,Stratmann,Eckhard,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11002269,Stratmann (GRÜNE):,,113652518,Q97250
10,61,Kolb,Elmar,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001170,Kolb (CDU/CSU):,,,Q1332761
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Peter,Horst,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001693,Peter (Kassel) (SPD):,,1026801214,Q1629785
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Kolb,Elmar,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001170,Kolb (CDU/CSU):,,,Q1332761
10,61,Peter,Horst,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001693,Peter (Kassel) (SPD):,,1026801214,Q1629785
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Peter,Horst,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001693,Peter (Kassel) (SPD):,,1026801214,Q1629785
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Hinsken,Ernst,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11000906,Hinsken (CDU/CSU):,,142767824,Q1358680
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Lutz,Egon,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001399,Lutz (SPD):,,1026309913,Q110926
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Hartmann,Klaus,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11000816,Hartmann (CDU/CSU):,,1155718216,Q1745183
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Hartmann,Klaus,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11000816,Hartmann (CDU/CSU):,,1155718216,Q1745183
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Hartmann,Klaus,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11000816,Hartmann (CDU/CSU):,,1155718216,Q1745183
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Hoss,Willi,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11000964,Hoss (GRÜNE):,,128808543,Q2577176
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Hoss,Willi,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11000964,Hoss (GRÜNE):,,128808543,Q2577176
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Adam-Schwaetzer,Irmgard,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11002120,Frau Dr. Adam-Schwaetzer (FDP):,,12344084X,Q74226
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Adam-Schwaetzer,Irmgard,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11002120,Frau Dr. Adam-Schwaetzer (FDP):,,12344084X,Q74226
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Schreiner,Ottmar,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002073,Schreiner (SPD):,,114265216,Q101206
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Schreiner,Ottmar,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002073,Schreiner (SPD):,,114265216,Q101206
10,61,Seiters,Rudolf,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11002156,Seiters (CDU/CSU):,,119022184,Q73941
10,61,Schreiner,Ottmar,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002073,Schreiner (SPD):,,114265216,Q101206
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Schreiner,Ottmar,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002073,Schreiner (SPD):,,114265216,Q101206
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
10,61,Buschfort,Hermann,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000315,Buschfort (SPD):,,111233291,Q1610791
10,61,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Stratmann,Eckhard,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11002269,Stratmann (GRÜNE):,,113652518,Q97250
10,61,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
10,61,Renger,Annemarie,,SPD,Vizepräsident,Sitzungsvorstand,11001821,Vizepräsident Frau Renger:,,118599682,Q66138
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Schreckenberger,,,,"Staatssekretär, Chef des Bundeskanzleramtes",Bundesregierung,,"Dr. Schreckenberger, Staatssekretär, Chef des Bundeskanzleramtes:",43,129373877,Q97644
10,61,Schröder,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002078,Schröder (Hannover) (SPD):,,118570528,Q2530
10,61,Schreckenberger,,,,Staatssekretär,Bundesregierung,,"Dr. Schreckenberger, Staatssekretär:",43,129373877,Q97644
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Schreckenberger,,,,Staatssekretär,Bundesregierung,,"Dr. Schreckenberger, Staatssekretär:",43,129373877,Q97644
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Schröder,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002078,Schröder (Hannover) (SPD):,,118570528,Q2530
10,61,Schreckenberger,,,,Staatssekretär,Bundesregierung,,"Dr. Schreckenberger, Staatssekretär:",43,129373877,Q97644
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Schröder,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002078,Schröder (Hannover) (SPD):,,118570528,Q2530
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Schröder,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002078,Schröder (Hannover) (SPD):,,118570528,Q2530
10,61,Schreckenberger,,,,Staatssekretär,Bundesregierung,,"Dr. Schreckenberger, Staatssekretär:",43,129373877,Q97644
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Schröder,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002078,Schröder (Hannover) (SPD):,,118570528,Q2530
10,61,Schreckenberger,,,,Staatssekretär,Bundesregierung,,"Dr. Schreckenberger, Staatssekretär:",43,129373877,Q97644
10,61,Schröder,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002078,Schröder (Hannover) (SPD):,,118570528,Q2530
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Schröder,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002078,Schröder (Hannover) (SPD):,,118570528,Q2530
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Schröder,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002078,Schröder (Hannover) (SPD):,,118570528,Q2530
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Schröder,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002078,Schröder (Hannover) (SPD):,,118570528,Q2530
10,61,Schreckenberger,,,,Staatssekretär,Bundesregierung,,"Dr. Schreckenberger, Staatssekretär:",43,129373877,Q97644
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister im Auswärtigen Amt,Bundesregierung,11001520,"Möllemann, Staatsminister im Auswärtigen Amt:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Sauermilch,Walter,GRÜNE,GRÜNE,Abgeordnete:r,Abgeordnete:r,11001923,Sauermilch (GRÜNE):,,1276234449,Q2546060
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Sauermilch,Walter,GRÜNE,GRÜNE,Abgeordnete:r,Abgeordnete:r,11001923,Sauermilch (GRÜNE):,,1276234449,Q2546060
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Sauermilch,Walter,GRÜNE,GRÜNE,Abgeordnete:r,Abgeordnete:r,11001923,Sauermilch (GRÜNE):,,1276234449,Q2546060
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Sauermilch,Walter,GRÜNE,GRÜNE,Abgeordnete:r,Abgeordnete:r,11001923,Sauermilch (GRÜNE):,,1276234449,Q2546060
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Hürland,Agnes,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000976,Frau Hürland (CDU/CSU):,,140956190,Q394550
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Czaja,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000344,Dr. Czaja (CDU/CSU):,,11936171X,Q72639
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Toetemeyer,Hans-Günther,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002336,Toetemeyer (SPD):,,189501219,Q1511841
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Toetemeyer,Hans-Günther,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002336,Toetemeyer (SPD):,,189501219,Q1511841
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Czaja,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000344,Dr. Czaja (CDU/CSU):,,11936171X,Q72639
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Czaja,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000344,Dr. Czaja (CDU/CSU):,,11936171X,Q72639
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Czaja,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000344,Dr. Czaja (CDU/CSU):,,11936171X,Q72639
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Czaja,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000344,Dr. Czaja (CDU/CSU):,,11936171X,Q72639
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Hupka,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000982,Dr. Hupka (CDU/CSU):,,11881009X,Q84942
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Hupka,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000982,Dr. Hupka (CDU/CSU):,,11881009X,Q84942
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Hupka,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000982,Dr. Hupka (CDU/CSU):,,11881009X,Q84942
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Hupka,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000982,Dr. Hupka (CDU/CSU):,,11881009X,Q84942
10,61,Möllemann,Jürgen W.,,FDP,Staatsminister,Bundesregierung,11001520,"Möllemann, Staatsminister:",,11884282X,Q65521
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Gallus,Georg,,FDP,"Parl. Staatssekretär beim Bundesminister für Ernährung, Landwirtschaft und Forsten",Bundesregierung,11000628,"Gallus, Parl. Staatssekretär beim Bundesminister für Ernährung, Landwirtschaft und Forsten:",,1012401448,Q1504416
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Antretter,Robert,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000042,Antretter (SPD):,,120092514,Q1264062
10,61,Gallus,Georg,,FDP,Parl. Staatssekretär,Bundesregierung,11000628,"Gallus, Parl. Staatssekretär:",,1012401448,Q1504416
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Gallus,Georg,,FDP,Parl. Staatssekretär,Bundesregierung,11000628,"Gallus, Parl. Staatssekretär:",,1012401448,Q1504416
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Antretter,Robert,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000042,Antretter (SPD):,,120092514,Q1264062
10,61,Gallus,Georg,,FDP,Parl. Staatssekretär,Bundesregierung,11000628,"Gallus, Parl. Staatssekretär:",,1012401448,Q1504416
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Antretter,Robert,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000042,Antretter (SPD):,,120092514,Q1264062
10,61,Gallus,Georg,,FDP,Parl. Staatssekretär,Bundesregierung,11000628,"Gallus, Parl. Staatssekretär:",,1012401448,Q1504416
10,61,Antretter,Robert,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000042,Antretter (SPD):,,120092514,Q1264062
10,61,Gallus,Georg,,FDP,Parl. Staatssekretär,Bundesregierung,11000628,"Gallus, Parl. Staatssekretär:",,1012401448,Q1504416
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Gallus,Georg,,FDP,Parl. Staatssekretär,Bundesregierung,11000628,"Gallus, Parl. Staatssekretär:",,1012401448,Q1504416
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Lattmann,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001292,Lattmann (CDU/CSU):,,,Q1266686
10,61,Gallus,Georg,,FDP,Parl. Staatssekretär,Bundesregierung,11000628,"Gallus, Parl. Staatssekretär:",,1012401448,Q1504416
10,61,Lattmann,Herbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001292,Lattmann (CDU/CSU):,,,Q1266686
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär beim Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär beim Bundesminister für Arbeit und Sozialordnung:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Amling,Max,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000034,Amling (SPD):,,1060139456,Q107376
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Hürland,Agnes,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000976,Frau Hürland (CDU/CSU):,,140956190,Q394550
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Steinhauer,Waltraud,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002238,Frau Steinhauer (SPD):,,1120816475,Q2547645
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Amling,Max,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000034,Amling (SPD):,,1060139456,Q107376
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Amling,Max,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000034,Amling (SPD):,,1060139456,Q107376
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Steinhauer,Waltraud,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002238,Frau Steinhauer (SPD):,,1120816475,Q2547645
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Lutz,Egon,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001399,Lutz (SPD):,,1026309913,Q110926
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Vogt,Wolfgang,,CDU,Parl. Staatssekretär,Bundesregierung,11002384,"Vogt, Parl. Staatssekretär:",44,131370774,Q2591659
10,61,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
10,61,Steinhauer,Waltraud,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002238,Frau Steinhauer (SPD):,,1120816475,Q2547645
