period,protocol_number,last_name,first_name,group,party,function,function_group,politician_id,speech_name_data,generated_id,GND,QID
17,248,Lammert,Norbert,,CDU,Präsident,Sitzungsvorstand,11001274,Präsident Dr. Norbert Lammert:,,118003674,Q57474
17,248,Merkel,Angela,,CDU,Bundeskanzlerin,Bundesregierung,11001478,"Dr. Angela Merkel, Bundeskanzlerin:",,119545373,Q567
17,248,Lammert,Norbert,,CDU,Präsident,Sitzungsvorstand,11001274,Präsident Dr. Norbert Lammert:,,118003674,Q57474
17,248,Dreyer,Malu,,,Ministerpräsidentin (Rheinland-Pfalz),Bundesrat,,"Malu Dreyer, Ministerpräsidentin (Rheinland-Pfalz):",1,133927288,Q84581
17,248,Lammert,Norbert,,CDU,Präsident,Sitzungsvorstand,11001274,Präsident Dr. Norbert Lammert:,,118003674,Q57474
17,248,Döring,Patrick,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11003748,Patrick Döring (FDP):,,1034707167,Q99427
17,248,Lammert,Norbert,,CDU,Präsident,Sitzungsvorstand,11001274,Präsident Dr. Norbert Lammert:,,118003674,Q57474
17,248,Kipping,Katja,DIE LINKE,DIE LINKE.,Abgeordnete:r,Abgeordnete:r,11003786,Katja Kipping (DIE LINKE):,,137525443,Q76342
17,248,Lammert,Norbert,,CDU,Präsident,Sitzungsvorstand,11001274,Präsident Dr. Norbert Lammert:,,118003674,Q57474
17,248,Tillich,Stanislaw,,,Ministerpräsident (Sachsen),Bundesrat,,"Stanislaw Tillich, Ministerpräsident (Sachsen):",2,138599092,Q77391
17,248,Lammert,Norbert,,CDU,Präsident,Sitzungsvorstand,11001274,Präsident Dr. Norbert Lammert:,,118003674,Q57474
17,248,Göring-Eckardt,Katrin,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11003132,"Katrin Göring-Eckardt (BÜNDNIS 90/DIE GRÜ-
NEN):",,132406322,Q48967
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Göring-Eckardt,Katrin,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11003132,"Katrin Göring-Eckardt (BÜNDNIS 90/DIE GRÜ-
NEN):",,132406322,Q48967
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Kurth,Patrick,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11003900,Patrick Kurth (Kyffhäuser) (FDP):,,1166904067,Q1744469
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Göring-Eckardt,Katrin,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11003132,"Katrin Göring-Eckardt (BÜNDNIS 90/DIE GRÜ-
NEN):",,132406322,Q48967
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Göring-Eckardt,Katrin,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11003132,"Katrin Göring-Eckardt (BÜNDNIS 90/DIE GRÜ-
NEN):",,132406322,Q48967
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Koppelin,Jürgen,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11001180,Dr. h. c. Jürgen Koppelin (FDP):,,,Q1717375
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Pronold,Florian,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11003612,Florian Pronold (SPD):,,1150536055,Q100797
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Pronold,Florian,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11003612,Florian Pronold (SPD):,,1150536055,Q100797
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Barthle,Norbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11003033,Norbert Barthle (CDU/CSU):,,109569703X,Q109811
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Korte,Jan,DIE LINKE,DIE LINKE.,Abgeordnete:r,Abgeordnete:r,11003790,Jan Korte (DIE LINKE):,,134113942,Q1599545
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Hinz,Priska,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11003769,"Priska Hinz (Herborn) (BÜNDNIS 90/DIE GRÜ-
NEN):",,1028402406,Q1708697
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Goldmann,Hans-Michael,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11003133,Hans-Michael Goldmann (FDP):,,136306276,Q1577925
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Huber,Marcel,,,Staatsminister (Bayern),Bundesrat,,"Dr. Marcel Huber, Staatsminister (Bayern):",3,1066381364,Q1893046
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Luther,Michael,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001398,Dr. Michael Luther (CDU/CSU):,,111835313,Q1928491
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
17,248,Schirmbeck,Georg,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11003626,Georg Schirmbeck (CDU/CSU):,,1035134233,Q1224971
17,248,Oswald,Eduard,,CSU,Vizepräsident,Sitzungsvorstand,11001663,Vizepräsident Eduard Oswald:,,120265923,Q71364
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Scheel,Walter,,FDP,Bundesminister des Auswärtigen,Bundesregierung,11001949,"Scheel, Bundesminister des Auswärtigen:",,118606751,Q2571
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Blumenfeld,Erik Bernhard,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000206,Blumenfeld (CDU/CSU) :,,107804298,Q1353839
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Behrendt,Walter,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000136,Behrendt (SPD) :,,1023325179,Q213838
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Diemer-Nicolaus,Emmy,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000387,Frau Dr. Diemer-Nicolaus (FDP) :,,140771867,Q1338956
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Ritz,Burkhard,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001859,Dr. Ritz (CDU/CSU) :,,104513470,Q1016490
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Ertl,Josef,,FDP,"Bundesminister für Ernährung, Landwirtschaft und Forsten",Bundesregierung,11000493,"Ertl, Bundesminister für Ernährung, Landwirtschaft und Forsten:",,118682369,Q72637
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Wende,Manfred,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002475,Wende (SPD):,,124268978,Q1303910
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Lemmrich,Karl Heinz,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11001315,Lemmrich (CDU/CSU) :,,1060150670,Q1731553
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Ollesch,Alfred,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11001647,Ollesch (FDP) :,,1120310393,Q2645612
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Freiherr von Fircks,Otto,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000547,Freiherr von Fircks (CDU/CSU) :,,105569240,Q2041186
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Hofmann,Karl,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000942,Hofmann (SPD) :,,1060147351,Q1668724
6,185,von Hassel,Kai-Uwe,,CDU,Präsident,Sitzungsvorstand,11000824,Präsident von Hassel:,,118546694,Q65526
6,185,Schmidt,Hansheinrich,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11002006,Schmidt (Kempten) (FDP) :,,1029298076,Q1583800
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Spitzmüller,Kurt,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11002202,Spitzmüller (FDP) :,,1012799506,Q1408590
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Bayerl,Alfons,,SPD,Parlamentarischer Staatssekretär beim Bundesminister der Justiz,Bundesregierung,11000118,"Dr. Bayerl, Parlamentarischer Staatssekretär beim Bundesminister der Justiz:",,137032846,Q2644315
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Erpenbeck,Ferdinand,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000492,Erpenbeck (CDU/CSU) :,,1117441326,Q1405241
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Gnädinger,Fritz-Joachim,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000694,Gnädinger (SPD) :,,,Q1465389
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Kleinert,Detlef,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11001121,Kleinert (FDP) :,,129328502,Q1201292
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Lenzer,Christian,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001327,Lenzer (CDU/CSU) :,,170224074,Q1080811
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Flämig,Gerhard,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000561,Flämig (SPD) :,,1024401170,Q1511581
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Hansen,Karl-Heinz,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000805,Hansen (SPD) :,,118545744,Q1729863
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Schmitt-Vockenhausen,Hermann,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002033,Dr. Schmitt-Vockenhausen (SPD) :,,116810122,Q1565855
6,185,Jaeger,Richard,,CSU,Vizepräsident,Sitzungsvorstand,11001006,Vizepräsident Dr. Jaeger:,,117058092,Q75955
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Schneider,Oscar,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002048,Dr. Schneider (Nürnberg) (CDU/CSU) :,,119087103,Q95858
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Schneider,Oscar,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002048,Dr. Schneider (Nürnberg) (CDU/CSU) :,,119087103,Q95858
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Matthöfer,Hans,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001439,Matthöfer (SPD) :,,118800957,Q65556
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Jahn,Hans Edgar,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001014,Dr. Jahn (Braunschweig) (CDU/CSU) :,,118828150,Q1579275
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Schäfer,Friedrich,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001930,Dr. Schäfer (Tübingen) (SPD) :,,118606166,Q1462129
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Zander,Karl Fred,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002581,Zander (SPD) :,,109205995,Q1452557
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Hansen,Karl-Heinz,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000805,Hansen (SPD) :,,118545744,Q1729863
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Reddemann,Gerhard,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001790,Reddemann (CDU/CSU) :,,118598856,Q1512318
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Schneider,Oscar,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002048,Dr. Schneider (Nürnberg) (CDU/CSU) :,,119087103,Q95858
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Schneider,Oscar,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002048,Dr. Schneider (Nürnberg) (CDU/CSU) :,,119087103,Q95858
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Hansen,Karl-Heinz,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000805,Hansen (SPD) :,,118545744,Q1729863
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Matthöfer,Hans,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001439,Matthöfer (SPD) :,,118800957,Q65556
6,185,Genscher,Hans-Dietrich,,FDP,Bundesminister des Innern,Bundesregierung,11000661,"Genscher, Bundesminister des Innern:",,118690388,Q106235
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Moersch,Karl,,FDP,Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen,Bundesregierung,11001526,"Moersch, Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen:",,120544504,Q1732393
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Reddemann,Gerhard,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001790,Reddemann (CDU/CSU) :,,118598856,Q1512318
6,185,Moersch,Karl,,FDP,Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen,Bundesregierung,11001526,"Moersch, Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen:",,120544504,Q1732393
6,185,Reddemann,Gerhard,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001790,Reddemann (CDU/CSU) :,,118598856,Q1512318
6,185,Moersch,Karl,,FDP,Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen,Bundesregierung,11001526,"Moersch, Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen:",,120544504,Q1732393
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Reddemann,Gerhard,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001790,Reddemann (CDU/CSU) :,,118598856,Q1512318
6,185,Moersch,Karl,,FDP,Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen,Bundesregierung,11001526,"Moersch, Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen:",,120544504,Q1732393
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Moersch,Karl,,FDP,Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen,Bundesregierung,11001526,"Moersch, Parlamentarischer Staatssekretär beim Bundesminister des Auswärtigen:",,120544504,Q1732393
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Jahn,Hans Edgar,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001014,Dr. Jahn (Braunschweig) (CDU/CSU) :,,118828150,Q1579275
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Jahn,Hans Edgar,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001014,Dr. Jahn (Braunschweig) (CDU/CSU) :,,118828150,Q1579275
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Dasch,Valentin,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11000358,Dasch (CDU/CSU) :,,133414558,Q107512
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Dasch,Valentin,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11000358,Dasch (CDU/CSU) :,,133414558,Q107512
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Slotta,Günter,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002185,Dr. Slotta (SPD) :,,104533994,Q1275463
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Ahrens,Karl,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000017,Dr. Ahrens (SPD) :,,142932140,Q1730229
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Ahrens,Karl,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000017,Dr. Ahrens (SPD) :,,142932140,Q1730229
6,185,Hermsdorf,Hans,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen,Bundesregierung,11000883,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",,107953153X,Q1580220
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Berkhan,Karl Wilhelm,,SPD,Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung,Bundesregierung,11000158,"Berkhan, Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung:",,123629241,Q115395
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Berkhan,Karl Wilhelm,,SPD,Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung,Bundesregierung,11000158,"Berkhan, Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung:",,123629241,Q115395
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Berkhan,Karl Wilhelm,,SPD,Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung,Bundesregierung,11000158,"Berkhan, Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung:",,123629241,Q115395
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Berkhan,Karl Wilhelm,,SPD,Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung,Bundesregierung,11000158,"Berkhan, Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung:",,123629241,Q115395
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Würtz,Peter,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002571,Würtz (SPD) :,,1118099850,Q1464127
